filename,nwords,cl_av_deps,cl_ndeps_std_dev,acomp_per_cl,advcl_per_cl,agent_per_cl,cc_per_cl,ccomp_per_cl,conj_per_cl,csubj_per_cl,csubjpass_per_cl,dep_per_cl,discourse_per_cl,dobj_per_cl,expl_per_cl,iobj_per_cl,mark_per_cl,ncomp_per_cl,neg_per_cl,nsubj_per_cl,nsubjpass_per_cl,parataxis_per_cl,pcomp_per_cl,prep_per_cl,prepc_per_cl,prt_per_cl,tmod_per_cl,xcomp_per_cl,xsubj_per_cl,advmod_per_cl,aux_per_cl,auxpass_per_cl,modal_per_cl
AI_001.txt, 182, 2.7619047619,1.37684117093,0.047619047619,0.0,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.0952380952381,0.0,0.904761904762,0.0,0.0,0.0952380952381,0.0,0.0,0.619047619048,0.0,0.0,0.0,0.47619047619,0.047619047619,0.0,0.0,0.047619047619,0.0,0.142857142857,0.047619047619,0.0,0.0
AI_002.txt, 151, 2.73684210526,1.44521370713,0.105263157895,0.0526315789474,0.0,0.0,0.157894736842,0.157894736842,0.0,0.0,0.0,0.0,0.578947368421,0.0,0.0,0.210526315789,0.0,0.0,0.842105263158,0.0,0.0,0.0,0.315789473684,0.0,0.0,0.0,0.0,0.0,0.210526315789,0.0526315789474,0.0,0.0
AI_003.txt, 173, 2.33333333333,1.20843595623,0.0,0.0,0.047619047619,0.0,0.0952380952381,0.047619047619,0.0,0.0,0.0,0.0,0.571428571429,0.0,0.0,0.0952380952381,0.047619047619,0.047619047619,0.47619047619,0.047619047619,0.0,0.0,0.428571428571,0.142857142857,0.0,0.0,0.0,0.0,0.190476190476,0.0,0.047619047619,0.047619047619
AI_004.txt, 158, 2.5,0.790569415042,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0625,0.0,0.0,0.6875,0.0,0.0,0.0,0.5625,0.0625,0.0,0.0,0.0,0.0,0.125,0.0625,0.0,0.0
AI_005.txt, 159, 2.66666666667,1.15470053838,0.0,0.0,0.0,0.0,0.0,0.0555555555556,0.0,0.0,0.0555555555556,0.0,1.27777777778,0.0,0.0,0.0,0.0,0.0,0.611111111111,0.0,0.0,0.0,0.333333333333,0.111111111111,0.0,0.0,0.0555555555556,0.0,0.166666666667,0.0555555555556,0.0,0.0
AI_006.txt, 146, 2.31578947368,1.33978126962,0.0,0.0,0.210526315789,0.0,0.105263157895,0.0526315789474,0.0,0.0,0.0,0.0,0.631578947368,0.0,0.0,0.0526315789474,0.0,0.0526315789474,0.631578947368,0.0,0.0,0.0,0.473684210526,0.0,0.0,0.0,0.0,0.0,0.0526315789474,0.105263157895,0.0,0.0
AI_007.txt, 151, 2.21428571429,0.772618130457,0.0714285714286,0.0,0.0,0.0714285714286,0.142857142857,0.0714285714286,0.0,0.0,0.0,0.0,0.571428571429,0.0,0.0,0.0714285714286,0.0,0.0,0.642857142857,0.0,0.0,0.0,0.285714285714,0.142857142857,0.0,0.0,0.0,0.0,0.0714285714286,0.0,0.0,0.0
AI_008.txt, 151, 2.8,1.68126936172,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.933333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.466666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.0,0.0
AI_009.txt, 157, 2.94444444444,1.80961083054,0.0,0.0,0.0,0.0,0.166666666667,0.333333333333,0.0,0.0,0.0,0.0,0.722222222222,0.0,0.0,0.0555555555556,0.111111111111,0.0,0.555555555556,0.0555555555556,0.0,0.0,0.5,0.0,0.0,0.0,0.111111111111,0.0,0.222222222222,0.166666666667,0.0555555555556,0.0
AI_010.txt, 151, 2.57142857143,0.820651806648,0.0,0.0,0.357142857143,0.0,0.0714285714286,0.0714285714286,0.0,0.0,0.0,0.0,0.571428571429,0.0,0.0,0.0,0.0,0.0,0.642857142857,0.0,0.0,0.0,0.571428571429,0.0714285714286,0.0,0.0,0.0,0.0,0.142857142857,0.0,0.0,0.0
AI_011.txt, 141, 2.23076923077,1.12001690604,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0,0.0,0.0,0.692307692308,0.0,0.0,0.0,0.0,0.0,0.461538461538,0.0,0.0,0.0,0.769230769231,0.0769230769231,0.0,0.0,0.0,0.0,0.0769230769231,0.0,0.0,0.0
AI_012.txt, 142, 2.66666666667,1.53478192443,0.0,0.0,0.0,0.0,0.0666666666667,0.0666666666667,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0666666666667,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.733333333333,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0666666666667,0.0,0.0
AI_013.txt, 169, 2.625,1.61535599792,0.0,0.0,0.0,0.0,0.1875,0.0625,0.0,0.0,0.0625,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.625,0.125,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0
