filename,nwords,av_nominal_deps,av_nsubj_deps,av_nsubj_pass_deps,av_agents_deps,av_dobj_deps,av_pobj_deps,av_iobj_deps,av_ncomp_deps,av_nominal_deps_NN,av_nsubj_deps_NN,av_nsubj_pass_deps_NN,av_agents_deps_NN,av_dobj_deps_NN,av_pobj_deps_NN,av_iobj_deps_NN,av_ncomp_deps_NN,nominal_deps_stdev,nsubj_stdev,nsubj_pass_stdev,agents_stdev,dobj_stdev,pobj_stdev,iobj_stdev,ncomp_stdev,nominal_deps_NN_stdev,nsubj_NN_stdev,nsubj_pass_NN_stdev,agents_NN_stdev,dobj_NN_stdev,pobj_NN_stdev,iobj_NN_stdev,ncomp_NN_stdev,det_all_nominal_deps_struct,amod_all_nominal_deps_struct,prep_all_nominal_deps_struct,poss_all_nominal_deps_struct,vmod_all_nominal_deps_struct,nn_all_nominal_deps_struct,rcmod_all_nominal_deps_struct,advmod_all_nominal_deps_struct,conj_and_all_nominal_deps_struct,conj_or_all_nominal_deps_struct,det_all_nominal_deps_NN_struct,amod_all_nominal_deps_NN_struct,prep_all_nominal_deps_NN_struct,poss_all_nominal_deps_NN_struct,vmod_all_nominal_deps_NN_struct,nn_all_nominal_deps_NN_struct,rcmod_all_nominal_deps_NN_struct,advmod_all_nominal_deps_NN_struct,conj_and_all_nominal_deps_NN_struct,conj_or_all_nominal_deps_NN_struct,det_nsubj_deps_struct,amod_nsubj_deps_struct,prep_nsubj_deps_struct,poss_nsubj_deps_struct,vmod_nsubj_deps_struct,nn_nsubj_deps_struct,rcmod_nsubj_deps_struct,advmod_nsubj_deps_struct,conj_and_nsubj_deps_struct,conj_or_nsubj_deps_struct,det_nsubj_deps_NN_struct,amod_nsubj_deps_NN_struct,prep_nsubj_deps_NN_struct,poss_nsubj_deps_NN_struct,vmod_nsubj_deps_NN_struct,nn_nsubj_deps_NN_struct,rcmod_nsubj_deps_NN_struct,advmod_nsubj_deps_NN_struct,conj_and_nsubj_deps_NN_struct,conj_or_nsubj_deps_NN_struct,det_dobj_deps_struct,amod_dobj_deps_struct,prep_dobj_deps_struct,poss_dobj_deps_struct,vmod_dobj_deps_struct,nn_dobj_deps_struct,rcmod_dobj_deps_struct,advmod_dobj_deps_struct,conj_and_dobj_deps_struct,conj_or_dobj_deps_struct,det_dobj_deps_NN_struct,amod_dobj_deps_NN_struct,prep_dobj_deps_NN_struct,poss_dobj_deps_NN_struct,vmod_dobj_deps_NN_struct,nn_dobj_deps_NN_struct,rcmod_dobj_deps_NN_struct,advmod_dobj_deps_NN_struct,conj_and_dobj_deps_NN_struct,conj_or_dobj_deps_NN_struct,det_pobj_deps_struct,amod_pobj_deps_struct,prep_pobj_deps_struct,poss_pobj_deps_struct,vmod_pobj_deps_struct,nn_pobj_deps_struct,rcmod_pobj_deps_struct,advmod_pobj_deps_struct,conj_and_pobj_deps_struct,conj_or_pobj_deps_struct,det_pobj_deps_NN_struct,amod_pobj_deps_NN_struct,prep_pobj_deps_NN_struct,poss_pobj_deps_NN_struct,vmod_pobj_deps_NN_struct,nn_pobj_deps_NN_struct,rcmod_pobj_deps_NN_struct,advmod_pobj_deps_NN_struct,conj_and_pobj_deps_NN_struct,conj_or_pobj_deps_NN_struct,det_iobj_deps_struct,amod_iobj_deps_struct,prep_iobj_deps_struct,poss_iobj_deps_struct,vmod_iobj_deps_struct,nn_iobj_deps_struct,rcmod_iobj_deps_struct,advmod_iobj_deps_struct,conj_and_iobj_deps_struct,conj_or_iobj_deps_struct,det_iobj_deps_NN_struct,amod_iobj_deps_NN_struct,prep_iobj_deps_NN_struct,poss_iobj_deps_NN_struct,vmod_iobj_deps_NN_struct,nn_iobj_deps_NN_struct,rcmod_iobj_deps_NN_struct,advmod_iobj_deps_NN_struct,conj_and_iobj_deps_NN_struct,conj_or_iobj_deps_NN_struct
Human_001.txt,171,1.375,0.9,1.5,0,1.733333333,1.25,0,4,1.25,0.9,1.5,0,1.733333333,1,0,4,1.275630096,0.830662386,0.5,0,1.611072796,1.089724736,0,0,1.326246045,0.830662386,0.5,0,1.611072796,1.164964745,0,0,0.178571429,0.303571429,0.285714286,0.0357142857143,0.0178571428571,0.142857143,0.0178571428571,0.0535714285714,0.178571429,0,0.178571429,0.303571429,0.267857143,0.0357142857143,0.0178571428571,0.142857143,0.0178571428571,0.0535714285714,0.125,0,0.3,0.2,0.2,0,0,0.1,0,0,0,0,0.3,0.2,0.2,0,0,0.1,0,0,0,0,0.2,0.333333333,0.6,0.133333333,0,0,0,0.0666666666667,0.4,0,0.2,0.333333333,0.6,0.133333333,0,0,0,0.0666666666667,0.4,0,0.107142857,0.321428571,0.142857143,0,0,0.214285714,0,0.0714285714286,0.142857143,0,0.107142857,0.321428571,0.142857143,0,0,0.214285714,0,0.0714285714286,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_002.txt,118,1.594594595,0.625,0,0,2,1.904761905,0,0,1.5,0.714285714,0,0,1.714285714,1.761904762,0,0,1.261904598,0.856956825,0,0,0.9258201,1.268848819,0,0,1.301708279,0.880630572,0,0,1.27775313,1.305838972,0,0,0.27027027,0.459459459,0.324324324,0.0540540540541,0.027027027,0.108108108,0.0810810810811,0.0540540540541,0.0540540540541,0,0.277777778,0.472222222,0.333333333,0.0555555555556,0.0277777777778,0.111111111,0.0833333333333,0.0277777777778,0.0555555555556,0,0.25,0.125,0.125,0,0,0,0.125,0,0,0,0.285714286,0.142857143,0.142857143,0,0,0,0.142857143,0,0,0,0.285714286,0.285714286,0.571428571,0.285714286,0,0,0,0.142857143,0,0,0.285714286,0.285714286,0.571428571,0.285714286,0,0,0,0.142857143,0,0,0.285714286,0.666666667,0.333333333,0,0.047619048,0.19047619,0.0952380952381,0.047619048,0.0952380952381,0,0.285714286,0.666666667,0.333333333,0,0.047619048,0.19047619,0.0952380952381,0.047619048,0.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_003.txt,184,1.444444444,1,2,0,1.642857143,1.583333333,0,0,1.461538462,1,2,0,1.642857143,1.583333333,0,0,1.216868617,1.230769231,0,0,1.394230093,1.076903999,0,0,1.220491704,1.266217116,0,0,1.394230093,1.076903999,0,0,0.277777778,0.444444444,0.259259259,0,0.037037037,0.259259259,0.037037037,0,0.0555555555556,0,0.288461538,0.442307692,0.25,0,0.0384615384615,0.269230769,0.0384615384615,0,0.0576923076923,0,0.2,0.2,0.266666667,0,0,0.266666667,0,0,0.0666666666667,0,0.230769231,0.230769231,0.307692308,0,0,0.307692308,0,0,0.0769230769231,0,0.5,0.357142857,0.5,0,0.142857143,0.142857143,0,0,0,0,0.5,0.357142857,0.5,0,0.142857143,0.142857143,0,0,0,0,0.208333333,0.666666667,0.0833333333333,0,0,0.291666667,0.0833333333333,0,0.0833333333333,0,0.208333333,0.666666667,0.0833333333333,0,0,0.291666667,0.0833333333333,0,0.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_004.txt,186,1.62745098,1,0,0,1.769230769,1.709677419,0,0,1.673469388,1.4,0,0,1.769230769,1.677419355,0,0,1.468102474,0.9258201,0,0,1.475640469,1.528092811,0,0,1.476174802,0.8,0,0,1.475640469,1.553084273,0,0,0.352941176,0.235294118,0.352941176,0.0392156862745,0.0588235294118,0.274509804,0.0196078431373,0,0.117647059,0,0.367346939,0.244897959,0.367346939,0.0408163265306,0.0612244897959,0.285714286,0.0204081632653,0,0.12244898,0,0.571428571,0,0.142857143,0,0.142857143,0.142857143,0,0,0,0,0.8,0,0.2,0,0.2,0.2,0,0,0,0,0.384615385,0.307692308,0.307692308,0,0,0.384615385,0.0769230769231,0,0.0769230769231,0,0.384615385,0.307692308,0.307692308,0,0,0.384615385,0.0769230769231,0,0.0769230769231,0,0.290322581,0.258064516,0.419354839,0.0645161290323,0.0645161290323,0.258064516,0,0,0.161290323,0,0.290322581,0.258064516,0.419354839,0.0645161290323,0.0645161290323,0.258064516,0,0,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_005.txt,174,1.461538462,1,1,4,1.928571429,1.307692308,0,0,1.5,1.428571429,1,0,1.928571429,1.36,0,0,1.289057248,1.095445115,0,0,1.386891989,1.13575562,0,0,1.235142576,1.049781318,0,0,1.386891989,1.127120224,0,0,0.134615385,0.384615385,0.346153846,0.0192307692308,0.0576923076923,0.153846154,0,0.0192307692308,0.211538462,0,0.145833333,0.416666667,0.375,0.0208333333333,0.0625,0.166666667,0,0,0.229166667,0,0.2,0.3,0.1,0.1,0,0.1,0,0,0.1,0,0.285714286,0.428571429,0.142857143,0.142857143,0,0.142857143,0,0,0.142857143,0,0.214285714,0.428571429,0.928571429,0,0,0.0714285714286,0,0,0.285714286,0,0.214285714,0.428571429,0.928571429,0,0,0.0714285714286,0,0,0.285714286,0,0.0769230769231,0.384615385,0.153846154,0,0.115384615,0.230769231,0,0,0.230769231,0,0.08,0.4,0.16,0,0.12,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_006.txt,184,1.464285714,1,1,2,2.25,1.483870968,0,0,1.5,1,1.5,2,2.25,1.5,0,0,1.32559759,1.486606875,0.816496581,0,1.639359631,1.160393919,0,0,1.331024529,1.486606875,0.5,0,1.639359631,1.176151918,0,0,0.357142857,0.392857143,0.375,0.0178571428571,0,0.160714286,0.0357142857143,0,0.0714285714286,0,0.37037037,0.407407407,0.37037037,0.0185185185185,0,0.166666667,0.037037037,0,0.0740740740741,0,0.461538462,0.307692308,0.230769231,0,0,0,0,0,0,0,0.461538462,0.307692308,0.230769231,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0.125,0,0,0,0.5,0.5,1,0,0,0,0.125,0,0,0,0.258064516,0.387096774,0.322580645,0.0322580645161,0,0.258064516,0.0322580645161,0,0.129032258,0,0.266666667,0.4,0.333333333,0.0333333333333,0,0.266666667,0.0333333333333,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_007.txt,184,1.464285714,1,1,2,2.25,1.483870968,0,0,1.5,1,1.5,2,2.25,1.5,0,0,1.32559759,1.486606875,0.816496581,0,1.639359631,1.160393919,0,0,1.331024529,1.486606875,0.5,0,1.639359631,1.176151918,0,0,0.357142857,0.392857143,0.375,0.0178571428571,0,0.160714286,0.0357142857143,0,0.0714285714286,0,0.37037037,0.407407407,0.37037037,0.0185185185185,0,0.166666667,0.037037037,0,0.0740740740741,0,0.461538462,0.307692308,0.230769231,0,0,0,0,0,0,0,0.461538462,0.307692308,0.230769231,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0.125,0,0,0,0.5,0.5,1,0,0,0,0.125,0,0,0,0.258064516,0.387096774,0.322580645,0.0322580645161,0,0.258064516,0.0322580645161,0,0.129032258,0,0.266666667,0.4,0.333333333,0.0333333333333,0,0.266666667,0.0333333333333,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_008.txt,181,1.725,0.625,1,0,2.428571429,1.75,0,0,1.789473684,0.714285714,1,0,2.615384615,1.6875,0,0,1.679159413,0.687184271,1,0,2.0946969,1.346291202,0,0,1.689342343,0.632455532,1,0,2.058321255,1.401728843,0,0,0.125,0.35,0.2,0.1,0.05,0.5,0,0,0.125,0,0.131578947,0.368421053,0.210526316,0.105263158,0.0526315789474,0.526315789,0,0,0.105263158,0,0,0.25,0,0,0.125,0.25,0,0,0,0,0,0.285714286,0,0,0.142857143,0.285714286,0,0,0,0,0.285714286,0.571428571,0.285714286,0.214285714,0,0.5,0,0,0.142857143,0,0.307692308,0.615384615,0.307692308,0.230769231,0,0.538461538,0,0,0.153846154,0,0.0625,0.25,0.25,0.0625,0,0.625,0,0,0.1875,0,0.0625,0.25,0.25,0.0625,0,0.625,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_009.txt,172,1.36,0.923076923,0,0,1.818181818,1.384615385,0,0,1.375,1,0,0,2,1.307692308,0,0,1.072567014,0.828486893,0,0,1.113404429,1.076923077,0,0,1.072866099,0.816496581,0,0,1,1.101370851,0,0,0.24,0.4,0.22,0.04,0.06,0.18,0.06,0,0.04,0,0.25,0.416666667,0.208333333,0.0416666666667,0.0625,0.1875,0.0625,0,0.0416666666667,0,0.384615385,0.230769231,0.0769230769231,0,0,0.153846154,0,0,0,0,0.416666667,0.25,0.0833333333333,0,0,0.166666667,0,0,0,0,0.272727273,0.454545455,0.545454545,0.0909090909091,0.272727273,0.0909090909091,0,0,0.0909090909091,0,0.3,0.5,0.6,0.1,0.3,0.1,0,0,0.1,0,0.153846154,0.461538462,0.153846154,0.0384615384615,0,0.230769231,0.115384615,0,0.0384615384615,0,0.153846154,0.461538462,0.153846154,0.0384615384615,0,0.230769231,0.115384615,0,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Human_010.txt,121,1.368421053,0.375,0,0,1.2,1.625,0,4,1.457142857,0.6,0,0,1.2,1.583333333,0,4,1.036721874,0.484122918,0,0,0.979795897,0.856956825,0,0,1.02379845,0.489897949,0,0,0.979795897,0.909059343,0,0,0.236842105,0.447368421,0.263157895,0.0789473684211,0.0526315789474,0.0526315789474,0.0526315789474,0,0.0526315789474,0,0.257142857,0.485714286,0.285714286,0.0857142857143,0.0571428571429,0.0571428571429,0.0571428571429,0,0.0571428571429,0,0,0,0.125,0.25,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0.2,0.2,0.8,0,0,0,0,0,0,0,0.2,0.2,0.8,0,0,0,0,0,0,0,0.291666667,0.625,0.166666667,0.0416666666667,0.0833333333333,0.0833333333333,0.0833333333333,0,0.0833333333333,0,0.291666667,0.625,0.166666667,0.0416666666667,0.0833333333333,0.0833333333333,0.0833333333333,0,0.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
