TextID,CRFNO1,CRFAO1,CRFSO1,CRFCWO1,LSASS1,LSAGN,CNCCaus,CNCLogic,CNCTemp,RDFRE,RDFKGL,RDL2
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_135.txt,0.85699999332428,0.85699999332428,0.85699999332428,0.0860000029206276,0.259999990463257,0.287000000476837,25,35,25,31.2950000762939,15.1049995422363,7.09999990463257
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_121.txt,0.833000004291534,1,1,0.194000005722046,0.488999992609024,0.391000002622604,10.1009998321533,15.1520004272461,10.1009998321533,38.3660011291504,14.9350004196167,14.8979997634888
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_109.txt,0.666999995708466,0.666999995708466,0.833000004291534,0.10700000077486,0.47299998998642,0.391000002622604,14.7779998779297,4.92600011825562,0,10.7379999160767,18.9659996032715,6.96600008010864
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_041.txt,0.666999995708466,0.666999995708466,0.666999995708466,0.136000007390976,0.384999990463257,0.328999996185303,33.6539993286133,28.8460006713867,9.61499977111816,13.1429996490479,18.8080005645752,11.0749998092651
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_055.txt,0.5,0.666999995708466,0.833000004291534,0.0549999997019768,0.254000008106232,0.30799999833107,20.6189994812012,51.5460014343262,20.6189994812012,20.8419990539551,17.2369995117188,6.76300001144409
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_069.txt,0.777999997138977,0.888999998569489,0.888999998569489,0.229000002145767,0.24600000679493,0.294999986886978,21.5049991607666,26.8819999694824,16.128999710083,20.617000579834,15.003999710083,15.2180004119873
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_082.txt,0.666999995708466,0.833000004291534,0.833000004291534,0.112000003457069,0.375999987125397,0.331000000238419,16.0429992675781,21.3899993896484,21.3899993896484,20.5030002593994,17.0359992980957,8.4040002822876
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_096.txt,0.71399998664856,0.71399998664856,1,0.135000005364418,0.331999987363815,0.361999988555908,26.4549999237061,37.0369987487793,5.29099988937378,23.9769992828369,15.7840003967285,8.98299980163574
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_097.txt,0.5,0.75,0.75,0.111000001430511,0.342000007629395,0.272000014781952,15.1520004272461,7.57600021362305,15.1520004272461,5.08599996566772,19.1079998016357,0.165000006556511
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_083.txt,1,1,1,0.163000002503395,0.395000010728836,0.324999988079071,10.2040004730225,30.6119995117188,25.5100002288818,5.74599981307983,19.4139995574951,11.8970003128052
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_068.txt,0.600000023841858,0.800000011920929,0.800000011920929,0.123000003397465,0.19200000166893,0.212999999523163,20,15,5,16.9150009155273,19.1809997558594,8.07299995422363
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_054.txt,0.666999995708466,0.666999995708466,0.666999995708466,0.13400000333786,0.254999995231628,0.287000000476837,29.7029991149902,39.6040000915527,19.8020000457764,20.5160007476807,15.4160003662109,11.8000001907349
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_040.txt,1,1,1,0.331999987363815,0.531000018119812,0.395999997854233,11.9049997329712,29.761999130249,17.8570003509521,14.289999961853,17.2280006408691,18.4740009307861
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_108.txt,0.570999979972839,0.570999979972839,0.570999979972839,0.0540000014007092,0.152999997138977,0.294999986886978,11.9759998321533,35.9280014038086,5.98799991607666,0,18.9829998016357,0.00600000005215406
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_120.txt,1,1,1,0.19200000166893,0.586000025272369,0.384999990463257,12.5790004730225,12.5790004730225,0,11.7030000686646,19.5270004272461,5.49499988555908
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_134.txt,0.800000011920929,0.800000011920929,0.800000011920929,0.0799999982118607,0.238999992609024,0.250999987125397,21.8579998016357,21.8579998016357,10.9289999008179,2.02500009536743,20.5540008544922,6.43499994277954
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_122.txt,0.666999995708466,0.833000004291534,0.666999995708466,0.105999998748302,0.272000014781952,0.272000014781952,35,30,5,20.0559997558594,17.5599994659424,5.79500007629395
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_136.txt,0.666999995708466,0.833000004291534,0.833000004291534,0.145999997854233,0.398000001907349,0.303000003099442,6.66699981689453,0,0,0.657000005245209,18.4909992218018,10.4580001831055
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_056.txt,1,1,1,0.317999988794327,0.490000009536743,0.310999989509583,35.5330009460449,25.3810005187988,10.1520004272461,17.863000869751,20.5559997558594,14.7390003204346
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_042.txt,0.600000023841858,0.800000011920929,1,0.108000002801418,0.360000014305115,0.310000002384186,10,20,25,8.45499992370605,20.3610000610352,5.28900003433228
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_095.txt,0.833000004291534,0.833000004291534,0.833000004291534,0.101000003516674,0.389999985694885,0.32600000500679,45,40,10,0,20.5690002441406,2.65499997138977
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_081.txt,1,1,1,0.155000001192093,0.228000000119209,0.252000004053116,32.9669990539551,21.9780006408691,16.4839992523193,14.2919998168945,18.8010005950928,10.5109996795654
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_080.txt,0.5,0.5,0.5,0.0769999995827675,0.238999992609024,0.254000008106232,33.148998260498,38.673999786377,27.6240005493164,20.2730007171631,16.8549995422363,7.29699993133545
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_094.txt,0.570999979972839,0.85699999332428,0.71399998664856,0.138999998569489,0.321999996900558,0.324999988079071,15.7069997787476,26.1779995,20.9419994354248,18.3090000152588,16.636999130249,7.59100008010864
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_043.txt,1,1,1,0.178000003099442,0.470999985933304,0.372000008821487,31.0559997558594,43.4780006408691,6.21099996566772,7.77699995040894,18.8409996032715,13.2279996871948
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_057.txt,1,1,1,0.28999999165535,0.395999997854233,0.328000009059906,28.9860000610352,28.9860000610352,4.83099985122681,0,21.0289993286133,15.5629997253418
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_137.txt,1,1,1,0.175999999046326,0.524999976158142,0.372999995946884,15.3059997558594,20.4080009460449,10.2040004730225,4.47800016403198,20.75,4.91499996185303
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_123.txt,1,1,1,0.211999997496605,0.418999999761581,0.370999991893768,11.1110000610352,22.2220001220703,27.7779998779297,3.58299994468689,19.1480007171631,12.7919998168945
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_127.txt,0.400000005960464,0.400000005960464,0.600000023841858,0.0599999986588955,0.361999988555908,0.270000010728836,23.5289993286133,17.6469993591309,11.7650003433228,0,20.3110008239746,1.77499997615814
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_133.txt,0.888999998569489,1,1,0.331999987363815,0.504999995231628,0.439999997615814,0,19.4169998168945,29.1259994506836,38.890998840332,12.9519996643066,16.8349990844727
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_053.txt,0.800000011920929,0.800000011920929,0.800000011920929,0.120999999344349,0.36599999666214,0.29899999499321,19.7369995117188,26.3159999847412,19.7369995117188,0,19.6720008850098,5.26300001144409
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_047.txt,0.888999998569489,0.888999998569489,0.888999998569489,0.151999995112419,0.418000012636185,0.368999987840652,16.0769996643066,16.0769996643066,16.0769996643066,21.5499992370605,17.9799995422363,11.3620004653931
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_090.txt,0.600000023841858,0.600000023841858,1,0.130999997258186,0.316000014543533,0.279000014066696,27.5860004425049,20.6900005340576,13.7930002212524,21.3120002746582,16.2910003662109,11.0950002670288
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_084.txt,1,1,1,0.185000002384186,0.493000000715256,0.412000000476837,5.07600021362305,10.1520004272461,5.07600021362305,21.8470001220703,15.6499996185303,12.5520000457764
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_Human_Short\Human_085.txt,0.28600001335144,0.428999990224838,0.28600001335144,0.0599999986588955,0.230000004172325,0.256000012159348,23.3920001983643,29.2399997711182,11.6960000991821,16.4470005,16.2749996185303,2.33599996566772
