filename,nwords,advcl_per_cl,ccomp_per_cl
AI_001.txt,182,0,0.142857143
AI_002.txt,151,0.0526315789474,0.157894737
AI_003.txt,173,0,0.0952380952381
AI_004.txt,158,0.0625,0.0625
AI_005.txt,159,0,0
AI_006.txt,146,0,0.105263158
AI_007.txt,151,0,0.142857143
AI_008.txt,151,0,0
AI_009.txt,157,0,0.166666667
AI_010.txt,151,0,0.0714285714286
AI_011.txt,141,0,0.0769230769231
AI_012.txt,142,0,0.0666666666667
AI_013.txt,169,0,0.1875
AI_014.txt,155,0,0.0625
AI_015.txt,114,0,0.421052632
AI_016.txt,137,0,0.176470588
AI_017.txt,124,0,0.2
AI_018.txt,113,0.0666666666667,0.0666666666667
AI_019.txt,134,0,0.153846154
AI_020.txt,126,0,0.214285714
AI_021.txt,127,0,0.315789474
AI_022.txt,157,0,0.266666667
AI_023.txt,123,0,0
AI_024.txt,134,0,0.1
AI_025.txt,131,0,0.0526315789474
AI_026.txt,133,0,0.157894737
AI_027.txt,139,0.0526315789474,0.315789474
AI_028.txt,138,0.0666666666667,0.0666666666667
AI_029.txt,128,0,0.166666667
AI_030.txt,140,0,0.125
AI_031.txt,157,0,0.1
AI_032.txt,155,0.047619048,0.0952380952381
AI_033.txt,165,0.0526315789474,0.105263158
AI_034.txt,152,0,0.2
AI_035.txt,158,0.0526315789474,0.105263158
AI_036.txt,159,0.1,0.1
AI_037.txt,160,0.0588235294118,0.0588235294118
AI_038.txt,160,0,0.047619048
AI_039.txt,165,0.105263158,0.263157895
AI_040.txt,156,0,0.15
AI_041.txt,147,0.047619048,0.333333333
AI_042.txt,145,0,0.235294118
AI_043.txt,143,0.0625,0.0625
AI_044.txt,147,0.0833333333333,0.0833333333333
AI_045.txt,142,0,0.166666667
AI_046.txt,154,0.0714285714286,0.0714285714286
AI_047.txt,154,0.0625,0.125
AI_048.txt,142,0,0.0625
AI_049.txt,154,0,0.368421053
AI_050.txt,153,0,0.05
AI_051.txt,145,0.0555555555556,0.0555555555556
AI_052.txt,151,0,0.0588235294118
AI_053.txt,133,0,0.117647059
AI_054.txt,143,0.0526315789474,0.0526315789474
AI_055.txt,139,0,0.0666666666667
AI_056.txt,133,0,0
AI_057.txt,156,0.105263158,0.105263158
AI_058.txt,148,0,0.3
AI_059.txt,146,0,0.214285714
AI_060.txt,154,0,0.210526316
AI_061.txt,150,0.0625,0
AI_062.txt,146,0.0714285714286,0
AI_063.txt,157,0.0666666666667,0
AI_064.txt,154,0,0.136363636
AI_065.txt,140,0,0.235294118
AI_066.txt,137,0,0.0714285714286
AI_067.txt,145,0,0.130434783
AI_068.txt,133,0,0.176470588
AI_069.txt,145,0,0.0555555555556
AI_070.txt,138,0,0.166666667
AI_071.txt,110,0,0.1875
AI_072.txt,147,0,0.0625
AI_073.txt,147,0,0.0454545454545
AI_074.txt,138,0,0.117647059
AI_075.txt,145,0,0.142857143
AI_076.txt,137,0,0.210526316
AI_077.txt,160,0,0.166666667
AI_078.txt,160,0,0.047619048
AI_079.txt,155,0,0.133333333
AI_080.txt,152,0,0.0588235294118
AI_081.txt,155,0,0.272727273
AI_082.txt,143,0,0.15
AI_083.txt,158,0,0.117647059
AI_084.txt,156,0.0454545454545,0.136363636
AI_085.txt,162,0,0.1875
AI_086.txt,136,0,0.142857143
AI_087.txt,162,0,0.1
AI_088.txt,168,0,0.0909090909091
AI_089.txt,149,0.0625,0.125
AI_090.txt,153,0.0454545454545,0.136363636
AI_091.txt,157,0.0555555555556,0.111111111
AI_092.txt,161,0.0588235294118,0
AI_093.txt,165,0.047619048,0.047619048
AI_094.txt,154,0,0.1
AI_095.txt,167,0.0588235294118,0.0588235294118
AI_096.txt,148,0,0
AI_097.txt,142,0,0.2
AI_098.txt,144,0,0.176470588
AI_099.txt,142,0.0526315789474,0.263157895
AI_100.txt,148,0,0.4
AI_101.txt,162,0,0.0588235294118
AI_102.txt,132,0.0588235294118,0.117647059
AI_103.txt,111,0.0769230769231,0.230769231
