TextID,CRFNO1,CRFAO1,CRFSO1,CRFCWO1,LSASS1,LSAGN,CNCCaus,CNCLogic,CNCTemp,RDFRE,RDFKGL,RDL2
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_001.txt,0.833000004291534,0.833000004291534,0.833000004291534,0.127000004053116,0.38400000333786,0.323000013828278,16.5750007629395,22.0990009307861,16.5750007629395,0,20.1119995117188,2.55100011825562
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_002.txt,0.5,0.666999995708466,0.833000004291534,0.0750000029802322,0.330000013113022,0.303999990224838,20,20,6.66699981689453,0,18.9629993438721,1.85300004482269
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_003.txt,0.28600001335144,0.570999979972839,0.570999979972839,0.0359999984502792,0.335999995470047,0.328000009059906,34.681999206543,23.121000289917,5.78000020980835,4.94099998474121,17.9419994354248,0.871999979019165
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_004.txt,0.5,0.666999995708466,0.666999995708466,0.0439999997615814,0.340000003576279,0.296999990940094,19.1079998016357,25.4780006408691,12.7390003204346,0,19.8369998931885,-1.442999959
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_005.txt,0.5,0.5,0.5,0.063000001013279,0.323000013828278,0.31700000166893,18.9869995117188,18.9869995117188,6.3289999961853,0.765999972820282,18.7600002288818,2.47199988365173
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_006.txt,0.14300000667572,0.14300000667572,0.28600001335144,0.0209999997168779,0.23199999332428,0.243000000715256,20.6900005340576,27.5860004425049,0,0,18.9850006103516,-3.437999964
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_007.txt,0.333000004291534,0.333000004291534,0.5,0.0469999983906746,0.310999989509583,0.312000006437302,26.6669998168945,20,0,0,19.0459995269775,1.07400000095367
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_008.txt,0.166999995708466,0.166999995708466,0.5,0.0120000001043081,0.310999989509583,0.300999999046326,26.4899997711182,26.4899997711182,6.6230001449585,0,20.9540004730225,-1.330000043
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_009.txt,0.166999995708466,0.333000004291534,0.666999995708466,0.0299999993294477,0.326999992132187,0.330000013113022,25.4780006408691,38.2169990539551,12.7390003204346,0,19.613000869751,2.16499996185303
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_010.txt,0.5,0.5,0.666999995708466,0.0540000014007092,0.333000004291534,0.307000011205673,40.5410003662109,33.7840003967285,13.5139999389648,0,20.2439994812012,-2.032999992
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_011.txt,0,0,0.600000023841858,0.0659999996423721,0.252999991178513,0.256000012159348,28.7770004272461,21.5830001831055,21.5830001831055,0,19.5939998626709,-3.203999996
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_012.txt,0.400000005960464,0.400000005960464,0.600000023841858,0.0759999975562096,0.400999993085861,0.316000014543533,14.085000038147,14.085000038147,0,0,19.7299995422363,2.17799997329712
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_013.txt,0.833000004291534,0.833000004291534,0.833000004291534,0.0710000023245811,0.25,0.27700001001358,24.0960006713867,30.1200008392334,24.0960006713867,0,20.1730003356934,1.05099999904633
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_014.txt,0.600000023841858,0.600000023841858,0.600000023841858,0.034000001847744,0.268999993801117,0.266999989748001,13.0719995498657,19.6079998016357,6.53599977493286,0,20.503999710083,0.931999981403351
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_015.txt,0.75,0.75,0.75,0.0949999988079071,0.328000009059906,0.25900000333786,26.3159999847412,26.3159999847412,8.77200031280518,0,21.5629997253418,2.62599992752075
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_016.txt,0.333000004291534,0.333000004291534,0.666999995708466,0.0140000004321337,0.300000011920929,0.24600000679493,29.6299991607666,14.8149995803833,7.40700006484985,0,23.3560009002686,-4.860000134
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_017.txt,1,1,1,0.0850000008940697,0.25,0.254999995231628,16.2600002288818,16.2600002288818,0,0,22.2059993743896,3.07699990272522
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_018.txt,0,0,0.25,0.0189999993890524,0.331999987363815,0.259999990463257,45.4550018310547,18.181999206543,0,0,22.7019996643066,2.57699990272522
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_019.txt,1,1,1,0.125,0.418000012636185,0.312999993562698,22.9009990692139,30.5340003967285,15.2670001983643,0,21.5559997558594,5.13899993896484
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_020.txt,0,0.5,0.5,0.0260000005364418,0.337999999523163,0.259999990463257,32.257999420166,32.257999420166,0,0,22.1539993286133,0.293000012636185
\\Mac\Home\Desktop\语料处理+代码\TAASSC_Input_AI_Short\AI_021.txt,0.333000004291534,0.333000004291534,1,0.0439999997615814,0.319999992847443,0.250999987125397,32.257999420166,8.0649995803833,0,0,24.0060005187988,-2.940999985
