filename,nwords,av_nominal_deps,av_nsubj_deps,av_nsubj_pass_deps,av_agents_deps,av_dobj_deps,av_pobj_deps,av_iobj_deps,av_ncomp_deps,av_nominal_deps_NN,av_nsubj_deps_NN,av_nsubj_pass_deps_NN,av_agents_deps_NN,av_dobj_deps_NN,av_pobj_deps_NN,av_iobj_deps_NN,av_ncomp_deps_NN,nominal_deps_stdev,nsubj_stdev,nsubj_pass_stdev,agents_stdev,dobj_stdev,pobj_stdev,iobj_stdev,ncomp_stdev,nominal_deps_NN_stdev,nsubj_NN_stdev,nsubj_pass_NN_stdev,agents_NN_stdev,dobj_NN_stdev,pobj_NN_stdev,iobj_NN_stdev,ncomp_NN_stdev,det_all_nominal_deps_struct,amod_all_nominal_deps_struct,prep_all_nominal_deps_struct,poss_all_nominal_deps_struct,vmod_all_nominal_deps_struct,nn_all_nominal_deps_struct,rcmod_all_nominal_deps_struct,advmod_all_nominal_deps_struct,conj_and_all_nominal_deps_struct,conj_or_all_nominal_deps_struct,det_all_nominal_deps_NN_struct,amod_all_nominal_deps_NN_struct,prep_all_nominal_deps_NN_struct,poss_all_nominal_deps_NN_struct,vmod_all_nominal_deps_NN_struct,nn_all_nominal_deps_NN_struct,rcmod_all_nominal_deps_NN_struct,advmod_all_nominal_deps_NN_struct,conj_and_all_nominal_deps_NN_struct,conj_or_all_nominal_deps_NN_struct,det_nsubj_deps_struct,amod_nsubj_deps_struct,prep_nsubj_deps_struct,poss_nsubj_deps_struct,vmod_nsubj_deps_struct,nn_nsubj_deps_struct,rcmod_nsubj_deps_struct,advmod_nsubj_deps_struct,conj_and_nsubj_deps_struct,conj_or_nsubj_deps_struct,det_nsubj_deps_NN_struct,amod_nsubj_deps_NN_struct,prep_nsubj_deps_NN_struct,poss_nsubj_deps_NN_struct,vmod_nsubj_deps_NN_struct,nn_nsubj_deps_NN_struct,rcmod_nsubj_deps_NN_struct,advmod_nsubj_deps_NN_struct,conj_and_nsubj_deps_NN_struct,conj_or_nsubj_deps_NN_struct,det_dobj_deps_struct,amod_dobj_deps_struct,prep_dobj_deps_struct,poss_dobj_deps_struct,vmod_dobj_deps_struct,nn_dobj_deps_struct,rcmod_dobj_deps_struct,advmod_dobj_deps_struct,conj_and_dobj_deps_struct,conj_or_dobj_deps_struct,det_dobj_deps_NN_struct,amod_dobj_deps_NN_struct,prep_dobj_deps_NN_struct,poss_dobj_deps_NN_struct,vmod_dobj_deps_NN_struct,nn_dobj_deps_NN_struct,rcmod_dobj_deps_NN_struct,advmod_dobj_deps_NN_struct,conj_and_dobj_deps_NN_struct,conj_or_dobj_deps_NN_struct,det_pobj_deps_struct,amod_pobj_deps_struct,prep_pobj_deps_struct,poss_pobj_deps_struct,vmod_pobj_deps_struct,nn_pobj_deps_struct,rcmod_pobj_deps_struct,advmod_pobj_deps_struct,conj_and_pobj_deps_struct,conj_or_pobj_deps_struct,det_pobj_deps_NN_struct,amod_pobj_deps_NN_struct,prep_pobj_deps_NN_struct,poss_pobj_deps_NN_struct,vmod_pobj_deps_NN_struct,nn_pobj_deps_NN_struct,rcmod_pobj_deps_NN_struct,advmod_pobj_deps_NN_struct,conj_and_pobj_deps_NN_struct,conj_or_pobj_deps_NN_struct,det_iobj_deps_struct,amod_iobj_deps_struct,prep_iobj_deps_struct,poss_iobj_deps_struct,vmod_iobj_deps_struct,nn_iobj_deps_struct,rcmod_iobj_deps_struct,advmod_iobj_deps_struct,conj_and_iobj_deps_struct,conj_or_iobj_deps_struct,det_iobj_deps_NN_struct,amod_iobj_deps_NN_struct,prep_iobj_deps_NN_struct,poss_iobj_deps_NN_struct,vmod_iobj_deps_NN_struct,nn_iobj_deps_NN_struct,rcmod_iobj_deps_NN_struct,advmod_iobj_deps_NN_struct,conj_and_iobj_deps_NN_struct,conj_or_iobj_deps_NN_struct
abs_001.txt, 180, 1.69387755102,0.75,2.0,3.0,2.2,1.5,0,4.0,1.58333333333,0.857142857143,2.0,2.66666666667,1.7,1.45833333333,0,4.0,1.51461022982,0.661437827766,0.816496580928,2.16024689947,1.4,1.47196014439,0.0,0.0,1.56569118567,0.638876565,0.816496580928,2.49443825785,1.61554944214,1.49942118462,0.0,0.0,0.285714285714,0.489795918367,0.34693877551,0.0,0.0,0.204081632653,0.0,0.0408163265306,0.224489795918,0.0,0.270833333333,0.458333333333,0.354166666667,0.0,0.0,0.208333333333,0.0,0.0416666666667,0.166666666667,0.0,0.25,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.285714285714,0.142857142857,0.0,0.0,0.0,0.285714285714,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.5,0.6,0.5,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.166666666667,0.375,0.416666666667,0.0,0.0,0.208333333333,0.0,0.0,0.25,0.0,0.166666666667,0.375,0.416666666667,0.0,0.0,0.208333333333,0.0,0.0,0.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_002.txt, 198, 1.57894736842,1.0,2.25,2.66666666667,1.92857142857,1.10526315789,0,2.5,1.43859649123,1.0,2.25,2.66666666667,1.5,1.0,0,2.5,1.3630122526,0.852802865422,2.04633819297,1.6996731712,1.22266019776,0.911605688194,0.0,0.5,1.32476471078,0.852802865422,2.04633819297,1.6996731712,1.05220856162,0.917662935482,0.0,0.5,0.19298245614,0.315789473684,0.19298245614,0.0350877192982,0.122807017544,0.228070175439,0.0526315789474,0.0526315789474,0.175438596491,0.0175438596491,0.19298245614,0.315789473684,0.175438596491,0.0350877192982,0.122807017544,0.228070175439,0.0526315789474,0.0175438596491,0.175438596491,0.0175438596491,0.181818181818,0.181818181818,0.181818181818,0.0909090909091,0.0909090909091,0.272727272727,0.0,0.0,0.0,0.0,0.181818181818,0.181818181818,0.181818181818,0.0909090909091,0.0909090909091,0.272727272727,0.0,0.0,0.0,0.0,0.214285714286,0.142857142857,0.5,0.0,0.214285714286,0.357142857143,0.0,0.0714285714286,0.0714285714286,0.0,0.214285714286,0.142857142857,0.5,0.0,0.214285714286,0.357142857143,0.0,0.0714285714286,0.0714285714286,0.0,0.105263157895,0.368421052632,0.0,0.0526315789474,0.0526315789474,0.157894736842,0.105263157895,0.0526315789474,0.0526315789474,0.0,0.105263157895,0.368421052632,0.0,0.0526315789474,0.0526315789474,0.157894736842,0.105263157895,0.0526315789474,0.0526315789474,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_003.txt, 180, 1.5,0.428571428571,1.0,0,2.22222222222,1.61538461538,0,0,1.46511627907,0.6,1.33333333333,0,1.77777777778,1.53846153846,0,0,1.30979218029,0.763762615826,0.707106781187,0.0,1.13311544747,1.36090815484,0.0,0.0,1.29559693909,0.829156197589,0.471404520791,0.0,1.13311544747,1.42047579328,0.0,0.0,0.108695652174,0.369565217391,0.217391304348,0.130434782609,0.0652173913043,0.326086956522,0.0,0.0434782608696,0.173913043478,0.0217391304348,0.116279069767,0.395348837209,0.232558139535,0.139534883721,0.046511627907,0.348837209302,0.0,0.0,0.186046511628,0.0,0.0,0.142857142857,0.142857142857,0.0,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.333333333333,0.111111111111,0.444444444444,0.222222222222,0.111111111111,0.111111111111,0.0,0.222222222222,0.444444444444,0.0,0.333333333333,0.111111111111,0.444444444444,0.222222222222,0.111111111111,0.111111111111,0.0,0.222222222222,0.444444444444,0.0,0.0769230769231,0.576923076923,0.153846153846,0.115384615385,0.0769230769231,0.423076923077,0.0,0.0,0.153846153846,0.0384615384615,0.0769230769231,0.576923076923,0.153846153846,0.115384615385,0.0769230769231,0.423076923077,0.0,0.0,0.153846153846,0.0384615384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_004.txt, 172, 2.25581395349,0.75,1.66666666667,0,2.57142857143,2.35714285714,0,5.0,2.25581395349,0.75,1.66666666667,0,2.57142857143,2.35714285714,0,5.0,1.98942580539,0.433012701892,0.942809041582,0.0,2.06031501455,2.05659714984,0.0,0.0,1.98942580539,0.433012701892,0.942809041582,0.0,2.06031501455,2.05659714984,0.0,0.0,0.53488372093,0.325581395349,0.441860465116,0.0,0.046511627907,0.395348837209,0.0232558139535,0.0,0.0697674418605,0.0232558139535,0.53488372093,0.325581395349,0.441860465116,0.0,0.046511627907,0.395348837209,0.0232558139535,0.0,0.0697674418605,0.0232558139535,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571429,0.428571428571,0.428571428571,0.0,0.0,0.571428571429,0.0,0.0,0.0,0.0,0.571428571429,0.428571428571,0.428571428571,0.0,0.0,0.571428571429,0.0,0.0,0.0,0.0,0.428571428571,0.321428571429,0.428571428571,0.0,0.0714285714286,0.464285714286,0.0357142857143,0.0,0.107142857143,0.0357142857143,0.428571428571,0.321428571429,0.428571428571,0.0,0.0714285714286,0.464285714286,0.0357142857143,0.0,0.107142857143,0.0357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_005.txt, 172, 1.71739130435,1.14285714286,0,0,1.85714285714,1.8125,0,0,1.63043478261,1.14285714286,0,0,1.71428571429,1.71875,0,0,1.03613717572,0.7453559925,0.0,0.0,0.832993127835,1.10219950553,0.0,0.0,1.07496769977,0.7453559925,0.0,0.0,1.03015750728,1.12456588847,0.0,0.0,0.326086956522,0.521739130435,0.369565217391,0.0434782608696,0.0434782608696,0.152173913043,0.0217391304348,0.0,0.130434782609,0.0,0.326086956522,0.521739130435,0.347826086957,0.0434782608696,0.0434782608696,0.152173913043,0.0217391304348,0.0,0.130434782609,0.0,0.285714285714,0.571428571429,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,0.571428571429,0.142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571429,0.571428571429,0.571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571429,0.571428571429,0.571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.5,0.375,0.0625,0.0625,0.21875,0.03125,0.0,0.1875,0.0,0.28125,0.5,0.375,0.0625,0.0625,0.21875,0.03125,0.0,0.1875,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_006.txt, 198, 1.45762711864,2.0,0.333333333333,1.0,1.27272727273,1.35294117647,0,4.0,1.44827586207,2.28571428571,0.0,1.0,1.27272727273,1.32352941176,0,4.0,1.27985743245,1.80277563773,0.471404520791,0.0,0.862439361864,1.10832021655,0.0,0.0,1.30215224748,1.74963553056,0.0,0.0,0.862439361864,1.13034581474,0.0,0.0,0.169491525424,0.406779661017,0.338983050847,0.0508474576271,0.0508474576271,0.169491525424,0.0169491525424,0.0169491525424,0.0847457627119,0.0,0.172413793103,0.413793103448,0.327586206897,0.051724137931,0.051724137931,0.172413793103,0.0172413793103,0.0172413793103,0.0862068965517,0.0,0.125,0.125,1.0,0.125,0.0,0.125,0.125,0.125,0.0,0.0,0.142857142857,0.142857142857,1.14285714286,0.142857142857,0.0,0.142857142857,0.142857142857,0.142857142857,0.0,0.0,0.272727272727,0.272727272727,0.454545454545,0.0,0.181818181818,0.0909090909091,0.0,0.0,0.0,0.0,0.272727272727,0.272727272727,0.454545454545,0.0,0.181818181818,0.0909090909091,0.0,0.0,0.0,0.0,0.117647058824,0.5,0.117647058824,0.0588235294118,0.0294117647059,0.235294117647,0.0,0.0,0.147058823529,0.0,0.117647058824,0.5,0.117647058824,0.0588235294118,0.0294117647059,0.235294117647,0.0,0.0,0.147058823529,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_007.txt, 199, 1.71698113208,1.27272727273,1.0,0,2.5,1.86486486486,0,0,1.65384615385,1.1,1.0,0,1.5,1.86486486486,0,0,1.10534479365,0.962091385842,0.816496580928,0.0,0.5,1.11893197538,0.0,0.0,1.12463011671,0.830662386292,0.816496580928,0.0,1.5,1.11893197538,0.0,0.0,0.245283018868,0.377358490566,0.452830188679,0.0377358490566,0.0188679245283,0.358490566038,0.0188679245283,0.0188679245283,0.0754716981132,0.0188679245283,0.25,0.384615384615,0.442307692308,0.0384615384615,0.0192307692308,0.326923076923,0.0192307692308,0.0,0.0769230769231,0.0192307692308,0.272727272727,0.0909090909091,0.363636363636,0.0909090909091,0.0,0.272727272727,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.27027027027,0.486486486486,0.432432432432,0.027027027027,0.027027027027,0.405405405405,0.027027027027,0.0,0.108108108108,0.027027027027,0.27027027027,0.486486486486,0.432432432432,0.027027027027,0.027027027027,0.405405405405,0.027027027027,0.0,0.108108108108,0.027027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_008.txt, 203, 1.43859649123,0.944444444444,1.0,3.0,1.6,1.58333333333,0,3.0,1.41071428571,0.823529411765,1.0,3.0,1.6,1.58333333333,0,3.0,1.28727016274,1.14697670227,1.0,0.0,1.11355287257,1.35143956169,0.0,1.0,1.31210103024,1.19522860933,1.0,0.0,1.11355287257,1.35143956169,0.0,1.0,0.385964912281,0.350877192982,0.263157894737,0.0350877192982,0.0526315789474,0.105263157895,0.105263157895,0.0175438596491,0.0175438596491,0.0,0.375,0.357142857143,0.25,0.0357142857143,0.0357142857143,0.107142857143,0.107142857143,0.0178571428571,0.0178571428571,0.0,0.333333333333,0.333333333333,0.166666666667,0.0,0.0555555555556,0.0555555555556,0.0,0.0,0.0,0.0,0.352941176471,0.352941176471,0.176470588235,0.0,0.0588235294118,0.0588235294118,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.375,0.458333333333,0.333333333333,0.0,0.0,0.125,0.166666666667,0.0,0.0416666666667,0.0,0.375,0.458333333333,0.333333333333,0.0,0.0,0.125,0.166666666667,0.0,0.0416666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_009.txt, 187, 1.66666666667,1.0,1.5,0,1.9375,1.90476190476,0,0,1.76,1.44444444444,1.5,0,1.9375,1.80952380952,0,0,1.07623604459,0.935966376453,0.866025403784,0.0,1.19732775379,0.971241812113,0.0,0.0,1.0474837575,0.349927106112,0.866025403784,0.0,1.19732775379,1.09627280316,0.0,0.0,0.37037037037,0.444444444444,0.222222222222,0.148148148148,0.0185185185185,0.203703703704,0.0,0.0185185185185,0.037037037037,0.037037037037,0.38,0.48,0.24,0.16,0.02,0.22,0.0,0.02,0.04,0.04,0.384615384615,0.307692307692,0.0,0.0,0.0,0.230769230769,0.0,0.0,0.0769230769231,0.0,0.555555555556,0.444444444444,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.111111111111,0.0,0.3125,0.5625,0.25,0.375,0.0625,0.0625,0.0,0.0625,0.0625,0.125,0.3125,0.5625,0.25,0.375,0.0625,0.0625,0.0,0.0625,0.0625,0.125,0.380952380952,0.47619047619,0.285714285714,0.0952380952381,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.380952380952,0.47619047619,0.285714285714,0.0952380952381,0.0,0.333333333333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abs_010.txt, 210, 1.44262295082,0.571428571429,1.0,0,1.72222222222,1.71428571429,0,0,1.62264150943,1.33333333333,1.0,0,1.66666666667,1.67857142857,0,0,1.21746549118,1.00295421619,0.0,0.0,0.931280811902,1.30540477732,0.0,0.0,1.20104380852,1.10554159679,0.0,0.0,1.0,1.33773720002,0.0,0.0,0.229508196721,0.344262295082,0.245901639344,0.147540983607,0.0491803278689,0.245901639344,0.0,0.0,0.0983606557377,0.0,0.264150943396,0.377358490566,0.264150943396,0.169811320755,0.0566037735849,0.283018867925,0.0,0.0,0.11320754717,0.0,0.214285714286,0.0,0.142857142857,0.0714285714286,0.0,0.142857142857,0.0,0.0,0.0,0.0,0.5,0.0,0.333333333333,0.166666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.222222222222,0.555555555556,0.277777777778,0.166666666667,0.0555555555556,0.166666666667,0.0,0.0,0.111111111111,0.0,0.222222222222,0.555555555556,0.277777777778,0.166666666667,0.0555555555556,0.166666666667,0.0,0.0,0.111111111111,0.0,0.214285714286,0.392857142857,0.285714285714,0.178571428571,0.0714285714286,0.357142857143,0.0,0.0,0.142857142857,0.0,0.214285714286,0.392857142857,0.285714285714,0.178571428571,0.0714285714286,0.357142857143,0.0,0.0,0.142857142857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
